time,sourceFrame,jawOpen_A,mouthSeal,mouthSmileL,mouthSmileR,upperLipRaiseL,upperLipRaiseR,mouthLeft,mouthRight,mouthPucker,mouthFunnel,lipPress,browRaiseL,browRaiseR,browFrownL,browFrownR,eyeWideL,eyeWideR,eyeSquintL,eyeSquintR,eyeBlinkL,eyeBlinkR,headYaw,headPitch,headRoll,gazeX,gazeY,gazeConverge,lean,headShiftX,tongueOut,tongueSide,noseWrinkle
10.0,300,0.0,1,0.35,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.05,0.1,0.0,0.0,0.0,-0.3,0.0,0.0,0.0,0.0
10.1,303,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0.053,0.0,0.0,0.0,-0.213,0.0,0.0,0.0,0.0
10.2,306,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.32,0.0,0.0,0.0,-0.05,0.007,0.0,0.0,0.0,-0.125,0.0,0.0,0.0,0.0
10.3,309,0.48,0.0,0.5,0.15,0.75,0.1,0.22,0.0,0.0,0.0,0.0,0.55,0.55,0.0,0.0,0.85,0.85,0.0,0.0,0.0,0.0,0.0,-0.05,-0.04,0.0,0.0,0.0,-0.037,0.0,0.75,0.0,0.0
10.4,312,0.48,0.0,0.5,0.15,0.75,0.1,0.22,0.0,0.0,0.0,0.0,0.55,0.55,0.0,0.0,0.85,0.85,0.0,0.0,0.0,0.0,0.011,-0.036,0.007,0.0,0.0,0.0,0.05,0.0,0.75,-0.55,0.0
10.5,315,0.18,0.0,0.5,0.15,0.75,0.1,0.22,0.0,0.0,0.0,0.0,0.55,0.55,0.0,0.0,0.85,0.85,0.0,0.0,0.0,0.0,0.023,-0.021,0.053,0.0,0.0,0.0,0.05,0.02,0.0,0.0,0.0
10.6,318,0.23,0.0,0.85,0.85,0.22,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.0,0.034,-0.007,0.1,0.0,0.0,0.0,0.05,0.04,0.0,0.0,0.0
10.7,321,0.23,0.0,0.85,0.85,0.22,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.0,0.046,0.007,0.125,0.0,0.0,0.0,0.05,0.06,0.0,0.0,0.0
10.8,324,0.23,0.0,0.85,0.85,0.22,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.0,0.057,0.021,0.15,0.0,0.0,0.0,0.05,0.08,0.0,0.0,0.0
10.9,327,0.23,0.0,0.85,0.85,0.22,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.0,0.069,0.036,0.175,0.0,0.0,0.0,0.05,0.1,0.0,0.0,0.0
11.0,330,0.23,0.0,0.85,0.85,0.22,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.0,0.08,0.05,0.2,0.0,0.0,0.0,0.05,0.12,0.0,0.0,0.0
11.1,333,0.23,0.0,0.85,0.85,0.22,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.0,0.06,0.162,0.133,0.0,0.0,0.0,-0.075,0.112,0.0,0.0,0.0
11.2,336,0.23,0.0,0.85,0.85,0.22,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.0,0.04,0.275,0.067,0.0,0.0,0.0,-0.2,0.104,0.0,0.0,0.0
11.3,339,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.388,0.0,0.0,0.0,0.0,-0.325,0.096,0.0,0.0,0.0
11.4,342,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.32,0.0,0.0,0.0,0.5,0.075,0.0,0.0,0.0,-0.45,0.088,0.0,0.0,0.0
11.5,345,0.0,1,0.5,0.15,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.32,0.0,0.0,-0.02,0.35,0.15,0.0,0.0,0.0,-0.445,0.08,0.0,0.0,0.0
11.6,348,0.0,1,0.5,0.15,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.32,0.0,0.0,-0.04,0.2,0.063,0.0,0.0,0.0,-0.44,0.053,0.0,0.0,0.0
11.7,351,0.0,1,0.5,0.15,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-0.06,0.05,-0.025,0.0,0.0,0.0,-0.435,0.027,0.0,0.0,0.0
11.8,354,0.26,0.0,0.13,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.32,0.0,0.0,-0.08,0.058,-0.113,0.0,0.0,0.0,-0.43,-0.0,0.0,0.0,0.0
11.9,357,0.6,0.0,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.067,-0.2,0.0,0.0,0.0,-0.425,-0.027,0.0,0.0,0.0
12.0,360,0.18,0.0,0.5,0.15,0.65,0.12,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.32,0.0,0.0,-0.08,0.075,-0.2,0.0,0.0,0.0,-0.42,-0.053,0.0,0.0,0.0
12.1,363,0.18,0.0,0.5,0.15,0.65,0.12,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.32,0.0,0.0,-0.06,0.083,-0.2,0.0,0.0,0.0,-0.415,-0.08,0.0,0.0,0.0
12.2,366,0.6,0.0,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04,0.092,-0.133,0.0,0.0,0.0,-0.41,-0.047,0.0,0.0,0.0
12.3,369,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02,0.1,-0.067,0.0,0.0,0.0,-0.405,-0.013,0.0,0.0,0.0
12.4,372,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.28,0.0,0.55,0.55,0.0,0.0,0.85,0.85,0.0,0.0,0.0,0.0,0.0,0.113,0.0,0.0,0.0,0.0,-0.4,0.02,0.0,0.0,0.0
12.5,375,0.22,0.0,0.72,0.72,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.32,0.0,0.0,0.024,0.125,0.05,0.0,0.0,0.0,-0.14,0.05,0.0,0.0,0.0
12.6,378,0.23,0.0,0.85,0.85,0.22,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.048,0.138,0.1,0.0,0.0,0.0,0.12,0.08,0.0,0.0,0.0
12.7,381,0.23,0.0,0.85,0.85,0.22,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.072,0.15,0.05,0.0,0.0,0.0,0.38,0.25,0.0,0.0,0.0
12.8,384,0.23,0.0,0.85,0.85,0.22,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.096,0.133,0.0,0.0,0.0,0.0,0.47,0.3,0.0,0.0,0.0
12.9,387,0.23,0.0,0.85,0.85,0.22,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.12,0.117,0.4,0.0,0.0,0.0,0.56,-0.2,0.0,0.0,0.0
13.0,390,0.23,0.0,0.85,0.85,0.22,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.14,0.1,0.55,0.0,0.0,0.0,0.65,-0.4,0.0,0.0,0.0
13.1,393,0.23,0.0,0.85,0.85,0.22,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.16,0.1,0.1,0.0,0.0,0.0,0.65,0.1,0.0,0.0,0.0
13.2,396,0.23,0.0,0.85,0.85,0.22,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.18,0.1,0.35,0.0,0.0,0.0,0.65,0.3,0.0,0.0,0.0
13.3,399,0.23,0.0,0.85,0.85,0.22,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.07,0.1,0.15,0.0,0.0,0.0,0.65,-0.2,0.0,0.0,0.0
13.4,402,0.23,0.0,0.85,0.85,0.22,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-0.04,0.1,0.2,0.0,0.0,0.0,0.65,0.03,0.0,0.0,0.0
13.5,405,0.23,0.0,0.85,0.85,0.22,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-0.15,0.1,0.4,0.0,0.0,0.0,0.65,-0.4,0.0,0.0,0.0
13.6,408,0.23,0.0,0.85,0.85,0.22,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.015,0.1,0.25,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0
13.7,411,0.23,0.0,0.85,0.85,0.22,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.18,0.1,0.35,0.0,0.0,0.0,0.65,0.35,0.0,0.0,0.0
13.8,414,0.23,0.0,0.85,0.85,0.22,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.08,0.1,0.4,0.0,0.0,0.0,0.65,-0.3,0.0,0.0,0.0
13.9,417,0.23,0.0,0.85,0.85,0.22,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-0.02,0.1,0.3,0.0,0.0,0.0,0.65,0.03,0.0,0.0,0.0
14.0,420,0.23,0.0,0.85,0.85,0.22,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-0.12,0.1,0.4,0.0,0.0,0.0,0.65,-0.4,0.0,0.0,0.0
14.1,423,0.23,0.0,0.85,0.85,0.22,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.12,0.1,0.15,0.0,0.0,0.0,0.175,0.3,0.0,0.0,0.0
14.2,426,0.6,0.0,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,-0.3,0.05,0.0,0.0,0.0
14.3,429,0.26,0.0,0.13,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.033,0.037,0.0,0.0,0.0,-0.306,0.044,0.0,0.0,0.0
14.4,432,0.18,0.0,0.5,0.15,0.65,0.12,0.2,0.0,0.0,0.0,0.0,0.55,0.55,0.0,0.0,0.85,0.85,0.0,0.0,0.0,0.0,0.0,-0.067,0.025,0.0,0.0,0.0,-0.313,0.037,0.0,0.0,0.0
14.5,435,0.6,0.0,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.55,0.0,0.0,0.85,0.85,0.0,0.0,0.0,0.0,0.0,-0.1,0.012,0.0,0.0,0.0,-0.319,0.031,0.0,0.0,0.0
14.6,438,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.55,0.0,0.0,0.85,0.85,0.0,0.0,0.0,0.0,0.0,-0.133,0.0,0.0,0.0,0.0,-0.325,0.025,0.0,0.0,0.0
14.7,441,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.32,0.0,0.0,0.0,-0.167,0.05,0.0,0.0,0.0,-0.331,0.019,0.0,0.0,0.0
14.8,444,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.32,0.0,0.0,0.0,-0.2,0.1,0.0,0.0,0.0,-0.338,0.012,0.0,0.0,0.0
14.9,447,0.0,1,0.35,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.55,0.0,0.0,0.85,0.85,0.0,0.0,0.0,0.0,0.0,-0.125,0.075,0.0,0.0,0.0,-0.344,0.006,0.0,0.0,0.0
15.0,450,0.6,0.0,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.55,0.0,0.0,0.85,0.85,0.0,0.0,0.0,0.0,0.0,-0.05,0.05,0.0,0.0,0.0,-0.35,0.0,0.0,0.0,0.0
15.066693,450,0.6,0.0,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.55,0.0,0.0,0.85,0.85,0.0,0.0,0.0,0.0,0.0,-0.05,0.05,0.0,0.0,0.0,-0.35,0.0,0.0,0.0,0.0
